	gene_id	gene_name	open_S0	open_S1	open_S2
1244	ENSMUSG00000019837	Gtf3c6	0.1975	0.355	0.3925
1245	ENSMUSG00000034163	Zfc3h1	0.215	0.6335	0.731
1246	ENSMUSG00000052681	Rap1b	0.17	0.255	0.255
1247	ENSMUSG00000019998	Stx7	0.105	0.23	0.3075
1248	ENSMUSG00000020064	Herc4	0.2375	0.2875	0.355
1249	ENSMUSG00000013833	Med16	0.1925	0.3425	0.285
1250	ENSMUSG00000020079	Supv3l1	0.1975	0.2975	0.445
1251	ENSMUSG00000034748	Sirt6	0.427	0.202	0.2175
1252	ENSMUSG00000036955	Kifbp	0.16	0.285	0.4775
1253	ENSMUSG00000033444	Specc1l	0.0575	0.135	0.2175
1254	ENSMUSG00000001151	Pcnt	0.1275	0.38	0.4475
1255	ENSMUSG00000019984	Med23	0.2625	0.3625	0.375
1256	ENSMUSG00000019943	Atp2b1	0.0	0.08	0.105
1257	ENSMUSG00000048701	Ccdc6	0.1095	0.142	0.1845
1258	ENSMUSG00000020205	Phlda1	0.04	0.0825	0.16
1259	ENSMUSG00000019947	Arid5b	0.0	0.188	0.273
1260	ENSMUSG00000019820	Utrn	0.188	0.2255	0.4405
1261	ENSMUSG00000035529	Prdm4	0.2	0.175	0.255
1262	ENSMUSG00000032834	Pwp2	0.24	0.21	0.32
1263	ENSMUSG00000064317	Gm10146	0.0735	0.221	0.161
1264	ENSMUSG00000025352	Gdf11	0.18	0.3265	0.3385
1265	ENSMUSG00000020076	Ddx50	0.3225	0.4175	0.6825
1266	ENSMUSG00000034974	Dapk3	0.26	0.3575	0.3625
1267	ENSMUSG00000036478	Btg1	0.212	0.337	0.5195
1268	ENSMUSG00000000295	Hddc2	0.0975	0.1575	0.2575
1269	ENSMUSG00000000730	Dnmt3l	0.2075	0.135	0.1925
1270	ENSMUSG00000028630	Dyrk2	0.1725	0.25	0.4325
1271	ENSMUSG00000071359	Tbpl1	0.1125	0.3815	0.5515
1272	ENSMUSG00000020248	Nfyb	0.05	0.165	0.236
1273	ENSMUSG00000034889	Cactin	0.385	0.6295	0.7045
1274	ENSMUSG00000020263	Appl2	0.065	0.185	0.3375
1275	ENSMUSG00000020107	Anapc16	0.0475	0.25	0.5005
1276	ENSMUSG00000020078	Vps26a	0.1225	0.215	0.415
1277	ENSMUSG00000038916	Soga3	0.0775	0.31	0.415
1278	ENSMUSG00000053329	Gatd3a	0.4675	0.4725	0.53
1279	ENSMUSG00000034453	Polr3b	0.2275	0.275	0.3275
1280	ENSMUSG00000025408	Ddit3	0.38	0.5835	0.6835
1281	ENSMUSG00000004931	Apba3	0.125	0.1875	0.185
1282	ENSMUSG00000069539	Scyl2	0.1575	0.47	0.5475
1283	ENSMUSG00000020052	Ascl1	0.0375	0.18	0.4725
1284	ENSMUSG00000020329	Polrmt	0.085	0.1	0.0925
1285	ENSMUSG00000020308	Tpgs1	0.4635	0.535	0.726
1286	ENSMUSG00000036875	Dna2	0.1875	0.2	0.2575
1287	ENSMUSG00000019951	Uhrf1bp1l	0.0625	0.3525	0.3625
1288	ENSMUSG00000020056	Washc3	0.16	0.1825	0.2575
1289	ENSMUSG00000061759	Armt1	0.1175	0.0725	0.1975
1290	ENSMUSG00000025354	Dnajc14	0.1875	0.31	0.44
1291	ENSMUSG00000025417	Pip4k2c	0.0	0.2525	0.4905
1292	ENSMUSG00000034818	Celf5	0.1885	0.2435	0.381
1293	ENSMUSG00000009681	Bcr	0.0925	0.235	0.1725
1294	ENSMUSG00000020228	Helb	0.32	0.3725	0.3925
1295	ENSMUSG00000019841	Rev3l	0.0555	0.113	0.303
1296	ENSMUSG00000035673	Sbno2	0.1975	0.0	0.065
1297	ENSMUSG00000020132	Rab21	0.1875	0.3225	0.4485
1298	ENSMUSG00000020255	D10Wsu102e	0.2025	0.45	0.45
1299	ENSMUSG00000015305	Sash1	0.275	0.44	0.6575
1300	ENSMUSG00000000374	Trappc10	0.2075	0.3425	0.45
1301	ENSMUSG00000019763	Rmnd1	0.1175	0.0725	0.1975
1302	ENSMUSG00000048756	Foxo3	0.0	0.19	0.3895
1303	ENSMUSG00000015757	Ppil4	0.0525	0.13	0.2625
1304	ENSMUSG00000020015	Cdk17	0.0	0.095	0.1875
1305	ENSMUSG00000063334	Krr1	0.11	0.3525	0.3125
1306	ENSMUSG00000037012	Hk1	0.0	0.0425	0.0
1307	ENSMUSG00000001120	Pcbp3	0.1445	0.4095	0.5545
1308	ENSMUSG00000038214	Bend3	0.1255	0.2	0.273
1309	ENSMUSG00000020312	Shc2	0.1385	0.296	0.476
1310	ENSMUSG00000023068	Nus1	0.16	0.3125	0.3825
1311	ENSMUSG00000003923	Tfam	0.1675	0.3025	0.3125
1312	ENSMUSG00000078348	Sf3b5	0.0	0.0	0.0
1313	ENSMUSG00000032763	Ilvbl	0.185	0.3125	0.445
1314	ENSMUSG00000020070	Rufy2	0.1025	0.225	0.205
1315	ENSMUSG00000020170	Frs2	0.05	0.22	0.3625
1316	ENSMUSG00000025373	Rnf41	0.3325	0.4975	0.575
1317	ENSMUSG00000020130	Tbc1d15	0.2275	0.438	0.4655
1318	ENSMUSG00000020231	Dip2a	0.145	0.2525	0.3375
1319	ENSMUSG00000019920	Lims1	0.075	0.1175	0.37
1320	ENSMUSG00000019873	Reep3	0.2	0.29	0.395
1321	ENSMUSG00000001211	Agpat3	0.0375	0.205	0.19
1322	ENSMUSG00000019831	Wasf1	0.135	0.3415	0.4865
1323	ENSMUSG00000057134	Ado	0.234	0.295	0.4965
1324	ENSMUSG00000019797	Mtres1	0.14	0.325	0.3525
1325	ENSMUSG00000019857	Asf1a	0.0375	0.065	0.3275
1326	ENSMUSG00000038160	Atg5	0.1375	0.2675	0.3075
1327	ENSMUSG00000020111	Micu1	0.1975	0.1625	0.36
1328	ENSMUSG00000064181	Rab3ip	0.0	0.0	0.1735
1329	ENSMUSG00000035620	Ric8b	0.225	0.3125	0.4525
1330	ENSMUSG00000044617	Zbtb39	0.0	0.205	0.195
1331	ENSMUSG00000020115	Tbk1	0.145	0.325	0.2525
1332	ENSMUSG00000001436	Slc19a1	0.452	0.337	0.3995
1333	ENSMUSG00000019823	Mical1	0.0615	0.334	0.395
1334	ENSMUSG00000020212	Mdm1	0.0925	0.385	0.47
1335	ENSMUSG00000020038	Cry1	0.0915	0.2365	0.4015
1336	ENSMUSG00000006732	Mettl1	0.3175	0.5225	0.635
1337	ENSMUSG00000038876	Rnf146	0.1125	0.2425	0.2325
1338	ENSMUSG00000060733	Ipmk	0.2925	0.442	0.6195
1339	ENSMUSG00000040502	Marchf9	0.0315	0.1625	0.1875
1340	ENSMUSG00000035873	Pawr	0.203	0.2775	0.3375
1341	ENSMUSG00000034560	Washc4	0.0575	0.1075	0.2275
1342	ENSMUSG00000019564	Arid3a	0.2975	0.565	0.7155
1343	ENSMUSG00000038417	Fig4	0.2995	0.432	0.502
1344	ENSMUSG00000020133	2310011J03Rik	0.1155	0.198	0.343
1345	ENSMUSG00000032977	Fam207a	0.12	0.3825	0.467
1346	ENSMUSG00000034958	Atcay	0.314	0.3165	0.4865
1347	ENSMUSG00000038446	Cdc40	0.135	0.3325	0.4725
1348	ENSMUSG00000025407	Gli1	0.1725	0.231	0.245
1349	ENSMUSG00000040021	Lats1	0.165	0.2375	0.3625
1350	ENSMUSG00000019842	Traf3ip2	0.2175	0.305	0.315
1351	ENSMUSG00000025409	Mbd6	0.296	0.3615	0.376
1352	ENSMUSG00000020063	Sirt1	0.0625	0.12	0.1875
1353	ENSMUSG00000019989	Enpp3	0.0	0.0	0.0775
1354	ENSMUSG00000039810	Zc3h10	0.1575	0.3	0.4365
1355	ENSMUSG00000034602	Mon2	0.0375	0.1125	0.235
1356	ENSMUSG00000019802	Sec63	0.095	0.21	0.3145
1357	ENSMUSG00000019979	Apaf1	0.2175	0.375	0.48
1358	ENSMUSG00000090112	Shprh	0.04	0.215	0.3225
1359	ENSMUSG00000040033	Stat2	0.2975	0.31	0.39
1360	ENSMUSG00000019897	Ccdc59	0.0575	0.31	0.2325
1361	ENSMUSG00000045455	Gm9797	0.0	0.0	0.0
1362	ENSMUSG00000020024	Cep83	0.125	0.43	0.4125
1363	ENSMUSG00000019889	Ptprk	0.14	0.384	0.4415
1364	ENSMUSG00000035798	Zdhhc17	0.095	0.2155	0.3675
1365	ENSMUSG00000020032	Nuak1	0.1375	0.4405	0.6475
1366	ENSMUSG00000049764	Zfp280b	0.0	0.1775	0.18
1367	ENSMUSG00000019863	Qrsl1	0.185	0.307	0.35
1368	ENSMUSG00000020109	Dnajb12	0.09	0.2425	0.3225
1369	ENSMUSG00000006731	B4galnt1	0.17	0.3265	0.3915
1370	ENSMUSG00000034949	Zfr2	0.0925	0.21	0.1975
1371	ENSMUSG00000020087	Tysnd1	0.0975	0.15	0.33
1372	ENSMUSG00000069520	Tmem19	0.055	0.14	0.2075
1373	ENSMUSG00000046687	Gm5424	0.085	0.0375	0.1325
1374	ENSMUSG00000020037	Rfx4	0.215	0.4475	0.48
1375	ENSMUSG00000050490	Psma5-ps	0.0	0.0	0.0
1376	ENSMUSG00000036099	Vezt	0.1175	0.245	0.32
1377	ENSMUSG00000025795	Rassf3	0.22	0.3125	0.457
1378	ENSMUSG00000035206	Sppl2b	0.1825	0.3775	0.4125
1379	ENSMUSG00000039835	Nhsl1	0.1125	0.22	0.304
1380	ENSMUSG00000034813	Grip1	0.0585	0.2915	0.2915
1381	ENSMUSG00000039001	Rps21	0.2825	0.4575	0.6
1382	ENSMUSG00000062647	Rpl7a	0.335	0.6275	0.6775
1383	ENSMUSG00000027239	Mdk	0.2075	0.305	0.5075
1384	ENSMUSG00000038900	Rpl12	0.325	0.465	0.4975
1385	ENSMUSG00000067786	Nnat	0.22	0.2675	0.3875
1386	ENSMUSG00000026728	Vim	0.18	0.49	0.4625
1387	ENSMUSG00000062997	Rpl35	0.056	0.251	0.231
1388	ENSMUSG00000027523	Gnas	0.239	0.0525	0.204
1389	ENSMUSG00000018770	Atp5g3	0.18	0.1625	0.3575
1390	ENSMUSG00000036752	Tubb4b	0.2475	0.5775	0.5375
1391	ENSMUSG00000027404	Snrpb	0.18	0.315	0.4125
1392	ENSMUSG00000025781	Atp5c1	0.3375	0.4325	0.4725
1393	ENSMUSG00000054766	Set	0.0925	0.0575	0.088
1394	ENSMUSG00000027620	Rbm39	0.1325	0.3425	0.4925
1395	ENSMUSG00000026864	Hspa5	0.335	0.58	0.6175
1396	ENSMUSG00000027184	Caprin1	0.095	0.331	0.241
1397	ENSMUSG00000027566	Psma7	0.056	0.196	0.3585
1398	ENSMUSG00000027405	Nop56	0.0525	0.4275	0.5325
1399	ENSMUSG00000044627	Swi5	0.1325	0.2475	0.3075
1400	ENSMUSG00000027067	Ssrp1	0.22	0.3275	0.3775
1401	ENSMUSG00000027342	Pcna	0.17	0.256	0.18
1402	ENSMUSG00000027593	Raly	0.0645	0.18	0.2075
1403	ENSMUSG00000015932	Dstn	0.32	0.5025	0.5425
1404	ENSMUSG00000057738	Sptan1	0.0	0.09	0.076
1405	ENSMUSG00000027642	Rpn2	0.1325	0.1775	0.2625
1406	ENSMUSG00000016921	Srsf6	0.045	0.325	0.3075
1407	ENSMUSG00000002102	Psmc3	0.295	0.3925	0.4575
1408	ENSMUSG00000001403	Ube2c	0.3	0.3475	0.4775
1409	ENSMUSG00000027170	Eif3m	0.195	0.355	0.3825
1410	ENSMUSG00000003660	Snrnp200	0.15	0.2925	0.345
1411	ENSMUSG00000059005	Hnrnpa3	0.0575	0.1925	0.2325
1412	ENSMUSG00000032966	Fkbp1a	0.1025	0.275	0.2475
1413	ENSMUSG00000027447	Cst3	0.1575	0.19	0.2725
1414	ENSMUSG00000015094	Npdc1	0.0375	0.0955	0.0855
1415	ENSMUSG00000005881	Ergic3	0.2965	0.514	0.485
1416	ENSMUSG00000074656	Eif2s2	0.3075	0.5125	0.5625
1417	ENSMUSG00000016252	Atp5e	0.1925	0.275	0.3375
1418	ENSMUSG00000006800	Sulf2	0.1575	0.2875	0.339
1419	ENSMUSG00000068735	Trp53i11	0.163	0.238	0.393
1420	ENSMUSG00000039262	Prrc2b	0.1	0.1125	0.12
1421	ENSMUSG00000076437	Selenoh	0.0	0.1675	0.26
1422	ENSMUSG00000027248	Pdia3	0.095	0.0925	0.14
1423	ENSMUSG00000040479	Dgkz	0.16	0.265	0.455
1424	ENSMUSG00000026790	Odf2	0.125	0.205	0.1125
1425	ENSMUSG00000027423	Snx5	0.1175	0.0975	0.265
1426	ENSMUSG00000027455	Nsfl1c	0.05	0.065	0.2275
1427	ENSMUSG00000017861	Mybl2	0.1225	0.4975	0.5875
1428	ENSMUSG00000016933	Plcg1	0.099	0.1715	0.3325
1429	ENSMUSG00000015092	Edf1	0.0	0.1	0.06
1430	ENSMUSG00000068882	Ssb	0.04	0.11	0.1075
1431	ENSMUSG00000027012	Dync1i2	0.1725	0.415	0.3975
1432	ENSMUSG00000027201	Myef2	0.0875	0.2175	0.18
1433	ENSMUSG00000055612	Cdca7	0.08	0.366	0.4625
1434	ENSMUSG00000039108	Lsm14b	0.1675	0.1375	0.2925
1435	ENSMUSG00000009549	Srp14	0.0	0.085	0.1375
1436	ENSMUSG00000002718	Cse1l	0.1565	0.209	0.2815
1437	ENSMUSG00000027018	Hat1	0.227	0.21	0.22
1438	ENSMUSG00000047459	Dynlrb1	0.36	0.4575	0.555
1439	ENSMUSG00000079277	Hoxd3	0.095	0.175	0.275
1440	ENSMUSG00000027406	Idh3b	0.16	0.28	0.23
1441	ENSMUSG00000027613	Eif6	0.3625	0.435	0.4225
1442	ENSMUSG00000027581	Stmn3	0.1775	0.28	0.275
1443	ENSMUSG00000038324	Trpc4ap	0.1475	0.185	0.215
1444	ENSMUSG00000008200	Fnbp4	0.0525	0.2	0.3425
1445	ENSMUSG00000018326	Ywhab	0.0	0.0	0.11
1446	ENSMUSG00000044349	Snhg11	0.285	0.11	0.2675
1447	ENSMUSG00000037197	Rbm17	0.0725	0.0725	0.11
1448	ENSMUSG00000027509	Rae1	0.13	0.2375	0.32
1449	ENSMUSG00000026966	Ssna1	0.281	0.186	0.3235
1450	ENSMUSG00000005510	Ndufs3	0.16	0.195	0.2625
1451	ENSMUSG00000026927	Entr1	0.115	0.26	0.3525
1452	ENSMUSG00000039515	Ptpa	0.344	0.4765	0.6915
1453	ENSMUSG00000027210	Meis2	0.0875	0.14	0.199
1454	ENSMUSG00000016253	Nelfcd	0.1075	0.26	0.335
1455	ENSMUSG00000015087	Rabl6	0.0	0.1425	0.115
1456	ENSMUSG00000026764	Kif5c	0.095	0.2225	0.2625
1457	ENSMUSG00000074698	Csnk2a1	0.1	0.1575	0.155
1458	ENSMUSG00000091337	Eid1	0.0	0.1125	0.085
1459	ENSMUSG00000016344	Ppdpf	0.3625	0.5975	0.7225
1460	ENSMUSG00000039128	Cdc123	0.1725	0.28	0.295
1461	ENSMUSG00000027288	Zfp106	0.0525	0.1125	0.1625
1462	ENSMUSG00000038467	Chmp4b	0.0	0.0	0.0
1463	ENSMUSG00000027466	Rbck1	0.2275	0.325	0.3775
1464	ENSMUSG00000038718	Pbx3	0.135	0.3	0.3125
1465	ENSMUSG00000051396	Gm45902	0.255	0.4625	0.5175
1466	ENSMUSG00000026914	Psmd14	0.075	0.24	0.351
1467	ENSMUSG00000078923	Ube2v1	0.135	0.0625	0.295
1468	ENSMUSG00000026797	Stxbp1	0.0625	0.235	0.2325
1469	ENSMUSG00000034101	Ctnnd1	0.063	0.083	0.118
1470	ENSMUSG00000040084	Bub1b	0.0475	0.1675	0.265
1471	ENSMUSG00000027597	Ahcy	0.155	0.2725	0.305
1472	ENSMUSG00000017144	Rnd3	0.0775	0.275	0.4075
1473	ENSMUSG00000026895	Ndufa8	0.12	0.3225	0.34
1474	ENSMUSG00000052533	Nup188	0.3925	0.5475	0.6025
1475	ENSMUSG00000027282	Mtch2	0.1375	0.2375	0.3925
1476	ENSMUSG00000027496	Aurka	0.14	0.5695	0.51
1477	ENSMUSG00000014959	Gorasp2	0.1875	0.2125	0.2725
1478	ENSMUSG00000027397	Slc20a1	0.185	0.261	0.506
1479	ENSMUSG00000101174	Hoxd4	0.095	0.175	0.275
1480	ENSMUSG00000040549	Ckap5	0.15	0.24	0.2525
1481	ENSMUSG00000027469	Tpx2	0.085	0.1825	0.23
1482	ENSMUSG00000027411	Vps16	0.1675	0.44	0.5225
1483	ENSMUSG00000014867	Surf4	0.2125	0.1575	0.219
1484	ENSMUSG00000070544	Top1	0.115	0.348	0.3505
1485	ENSMUSG00000027195	Hsd17b12	0.16	0.27	0.335
1486	ENSMUSG00000017760	Ctsa	0.3	0.4455	0.4305
1487	ENSMUSG00000089917	Uckl1	0.045	0.0	0.0
1488	ENSMUSG00000002455	Prpf6	0.1005	0.093	0.078
1489	ENSMUSG00000026918	Brd3	0.065	0.0	0.04
1490	ENSMUSG00000027002	Nckap1	0.055	0.22	0.2225
1491	ENSMUSG00000026860	Sh3glb2	0.162	0.0975	0.3175
1492	ENSMUSG00000027193	Api5	0.055	0.2375	0.1325
1493	ENSMUSG00000016256	Ctsz	0.196	0.2035	0.2475
1494	ENSMUSG00000006418	Rnf114	0.275	0.485	0.58
1495	ENSMUSG00000027223	Mapk8ip1	0.0	0.04	0.0425
1496	ENSMUSG00000039041	Adrm1	0.1375	0.135	0.2275
1497	ENSMUSG00000027206	Cops2	0.0	0.25	0.2
1498	ENSMUSG00000039671	Zmynd8	0.2075	0.295	0.0
1499	ENSMUSG00000027133	Nop10	0.0	0.245	0.225
1500	ENSMUSG00000014355	Anapc1	0.0625	0.2375	0.27
1501	ENSMUSG00000026926	Pmpca	0.115	0.26	0.3525
1502	ENSMUSG00000026796	Fam129b	0.2665	0.504	0.655
1503	ENSMUSG00000036893	Ehmt1	0.0825	0.2375	0.325
1504	ENSMUSG00000017721	Pigt	0.06	0.3875	0.395
1505	ENSMUSG00000026857	Ntmt1	0.0825	0.47	0.4075
1506	ENSMUSG00000005973	Rcn1	0.0975	0.305	0.3325
1507	ENSMUSG00000027330	Cdc25b	0.055	0.2075	0.3025
1508	ENSMUSG00000067847	Romo1	0.335	0.425	0.55
1509	ENSMUSG00000027108	Ola1	0.0	0.0	0.0
1510	ENSMUSG00000026917	Wdr5	0.1925	0.48	0.3975
1511	ENSMUSG00000039205	Ciz1	0.0	0.1525	0.2975
1512	ENSMUSG00000043909	Trp53bp1	0.1975	0.13	0.3
1513	ENSMUSG00000026930	Gpsm1	0.215	0.1625	0.3525
1514	ENSMUSG00000017999	Ddx27	0.3225	0.1775	0.15
1515	ENSMUSG00000036504	Phpt1	0.3425	0.555	0.5575
1516	ENSMUSG00000027637	Rab5if	0.065	0.2225	0.3225
1517	ENSMUSG00000027168	Pax6	0.24	0.454	0.5075
1518	ENSMUSG00000026842	Abl1	0.2405	0.5525	0.54
1519	ENSMUSG00000027573	Gid8	0.2425	0.3625	0.675
1520	ENSMUSG00000050043	Tmx2	0.0975	0.3055	0.2155
1521	ENSMUSG00000027091	Zc3h15	0.0	0.0	0.0475
1522	ENSMUSG00000036646	Man1b1	0.0875	0.2675	0.4575
1523	ENSMUSG00000038848	Ythdf1	0.166	0.221	0.2535
1524	ENSMUSG00000049401	Ogfr	0.0425	0.299	0.409
1525	ENSMUSG00000027131	Emc4	0.12	0.305	0.3325
1526	ENSMUSG00000074578	Zfas1	0.055	0.16	0.165
1527	ENSMUSG00000026843	Fubp3	0.2725	0.305	0.4325
1528	ENSMUSG00000061689	Dlgap4	0.115	0.2475	0.315
1529	ENSMUSG00000005506	Celf1	0.1075	0.245	0.275
1530	ENSMUSG00000027547	Sall4	0.185	0.2315	0.299
1531	ENSMUSG00000027327	1700037H04Rik	0.2275	0.54	0.4575
1532	ENSMUSG00000027111	Itga6	0.0	0.0575	0.068
1533	ENSMUSG00000050199	Lgr4	0.0	0.135	0.145
1534	ENSMUSG00000027433	Xrn2	0.365	0.4925	0.46
1535	ENSMUSG00000013465	Nelfb	0.14	0.3875	0.4075
1536	ENSMUSG00000034906	Ncaph	0.0675	0.0925	0.1825
1537	ENSMUSG00000036202	Rif1	0.2375	0.1275	0.3275
1538	ENSMUSG00000039844	Rapgef1	0.0565	0.214	0.2265
1539	ENSMUSG00000027649	Ctnnbl1	0.1625	0.255	0.1675
1540	ENSMUSG00000006494	Pdk1	0.14	0.335	0.415
1541	ENSMUSG00000026878	Rab14	0.0425	0.153	0.13
1542	ENSMUSG00000038914	Dido1	0.2315	0.3625	0.675
1543	ENSMUSG00000040383	Aqr	0.0	0.0	0.0
1544	ENSMUSG00000027245	Hypk	0.095	0.0	0.0
1545	ENSMUSG00000026750	Psmb7	0.2125	0.2625	0.265
1546	ENSMUSG00000025816	Sec61a2	0.1475	0.19	0.2625
1547	ENSMUSG00000039678	Tbc1d13	0.205	0.2975	0.2825
1548	ENSMUSG00000017670	Elmo2	0.24	0.5575	0.5975
1549	ENSMUSG00000036352	Ubac1	0.1325	0.26	0.39
1550	ENSMUSG00000027422	Rrbp1	0.0	0.045	0.134
1551	ENSMUSG00000027162	Lin7c	0.045	0.14	0.2325
1552	ENSMUSG00000026766	Mmadhc	0.0625	0.22	0.17
1553	ENSMUSG00000027198	Ext2	0.05	0.1125	0.1275
1554	ENSMUSG00000027429	Sec23b	0.1525	0.2725	0.2925
1555	ENSMUSG00000074797	Itpa	0.0	0.155	0.2375
1556	ENSMUSG00000027602	Map1lc3a	0.0475	0.0475	0.215
1557	ENSMUSG00000027255	Arfgap2	0.2115	0.295	0.415
1558	ENSMUSG00000026657	Frmd4a	0.075	0.14	0.19
1559	ENSMUSG00000026775	Yme1l1	0.1925	0.394	0.51
1560	ENSMUSG00000038685	Rtel1	0.105	0.225	0.2525
1561	ENSMUSG00000026977	Marchf7	0.06	0.13	0.18
1562	ENSMUSG00000051149	Adnp	0.19	0.13	0.22
1563	ENSMUSG00000039804	Ncoa5	0.135	0.195	0.3425
1564	ENSMUSG00000026923	Notch1	0.0	0.0625	0.115
1565	ENSMUSG00000000826	Dnajc5	0.1625	0.34	0.3425
1566	ENSMUSG00000026965	Anapc2	0.3005	0.2025	0.343
1567	ENSMUSG00000000823	Zfp512b	0.085	0.1615	0.1065
1568	ENSMUSG00000027203	Dut	0.0	0.18	0.2315
1569	ENSMUSG00000036992	Nxt1	0.0725	0.305	0.43
1570	ENSMUSG00000026821	Ralgds	0.0425	0.085	0.1275
1571	ENSMUSG00000051154	Commd3	0.18	0.12	0.2325
1572	ENSMUSG00000036591	Arhgap21	0.17	0.375	0.3975
1573	ENSMUSG00000034032	Rpap1	0.0625	0.135	0.1975
1574	ENSMUSG00000027575	Arfgap1	0.2175	0.4235	0.4175
1575	ENSMUSG00000039826	Trub2	0.2	0.352	0.3645
1576	ENSMUSG00000042745	Id1	0.308	0.305	0.403
1577	ENSMUSG00000009555	Cdk9	0.235	0.265	0.3525
1578	ENSMUSG00000027011	Ube2e3	0.0	0.0925	0.0775
1579	ENSMUSG00000027006	Dnajc10	0.05	0.1325	0.2925
1580	ENSMUSG00000002728	Naa20	0.0235	0.0235	0.0235
1581	ENSMUSG00000026669	Mcm10	0.195	0.2575	0.27
1582	ENSMUSG00000067787	Blcap	0.0	0.045	0.07
1583	ENSMUSG00000027349	Fam98b	0.0975	0.135	0.24
1584	ENSMUSG00000027646	Src	0.2575	0.1125	0.26
1585	ENSMUSG00000027472	Pdrg1	0.17	0.2625	0.2675
1586	ENSMUSG00000074884	Serf2	0.0475	0.2375	0.265
1587	ENSMUSG00000026867	Gapvd1	0.0	0.1025	0.04
1588	ENSMUSG00000027367	Stard7	0.23	0.37	0.4775
1589	ENSMUSG00000015095	Fbxw5	0.0525	0.405	0.2225
1590	ENSMUSG00000058594	Fbh1	0.24	0.4355	0.6055
1591	ENSMUSG00000016257	Prelid3b	0.095	0.3175	0.3725
1592	ENSMUSG00000007659	Bcl2l1	0.1475	0.25	0.3125
1593	ENSMUSG00000027546	Atp9a	0.051	0.0885	0.131
1594	ENSMUSG00000039536	Stau1	0.1575	0.285	0.4035
1595	ENSMUSG00000000827	Tpd52l2	0.165	0.2375	0.34
1596	ENSMUSG00000038375	Trp53inp2	0.0475	0.1675	0.215
1597	ENSMUSG00000026816	Gtf3c5	0.215	0.315	0.365
1598	ENSMUSG00000058793	Cds2	0.1225	0.2005	0.183
1599	ENSMUSG00000062175	Tgif2	0.05	0.1175	0.1175
1600	ENSMUSG00000026833	Olfm1	0.0725	0.2	0.29
1601	ENSMUSG00000027185	Nat10	0.285	0.3825	0.4545
1602	ENSMUSG00000027502	Rtf2	0.0475	0.225	0.48
1603	ENSMUSG00000005233	Spc25	0.1325	0.28	0.28
1604	ENSMUSG00000026883	Dab2ip	0.22	0.3995	0.452
1605	ENSMUSG00000027076	Timm10	0.195	0.42	0.4425
1606	ENSMUSG00000040591	1110051M20Rik	0.1375	0.1775	0.175
1607	ENSMUSG00000052406	Rexo4	0.1275	0.2775	0.305
1608	ENSMUSG00000027678	Ncoa3	0.0825	0.2345	0.217
1609	ENSMUSG00000008333	Snrpb2	0.0	0.34	0.29
1610	ENSMUSG00000027379	Bub1	0.105	0.1225	0.255
1611	ENSMUSG00000044308	Ubr3	0.0825	0.1325	0.11
1612	ENSMUSG00000026933	Camsap1	0.2275	0.5295	0.482
1613	ENSMUSG00000027490	E2f1	0.155	0.2095	0.1945
1614	ENSMUSG00000027303	Ptpra	0.113	0.165	0.303
1615	ENSMUSG00000027551	Zfp64	0.26	0.3045	0.4275
1616	ENSMUSG00000058318	Phf21a	0.0	0.0	0.0
1617	ENSMUSG00000039356	Exosc2	0.2425	0.31	0.2525
1618	ENSMUSG00000076441	Ass1	0.245	0.4225	0.46
1619	ENSMUSG00000061136	Prpf40a	0.24	0.557	0.59
1620	ENSMUSG00000027298	Tyro3	0.055	0.105	0.115
1621	ENSMUSG00000068267	Cenpb	0.18	0.1925	0.2325
1622	ENSMUSG00000068040	Tm9sf4	0.195	0.31	0.2975
1623	ENSMUSG00000047909	Ankrd16	0.3645	0.582	0.752
1624	ENSMUSG00000038116	Phf20	0.0475	0.125	0.16
1625	ENSMUSG00000033943	Mga	0.305	0.3555	0.378
1626	ENSMUSG00000060257	Scrt2	0.15	0.3865	0.5025
1627	ENSMUSG00000006476	Nsmf	0.0675	0.2575	0.29
1628	ENSMUSG00000010505	Myt1	0.0375	0.165	0.105
1629	ENSMUSG00000039849	Pcif1	0.215	0.3375	0.295
1630	ENSMUSG00000035513	Ntng2	0.205	0.4005	0.583
1631	ENSMUSG00000026924	Sec16a	0.2175	0.4425	0.5625
1632	ENSMUSG00000041997	Tlk1	0.0	0.0	0.0
1633	ENSMUSG00000027479	Mapre1	0.1	0.2025	0.2025
1634	ENSMUSG00000015488	Cacfd1	0.065	0.26	0.31
1635	ENSMUSG00000027187	Cat	0.14	0.3175	0.3775
1636	ENSMUSG00000033955	Tnks1bp1	0.175	0.2125	0.2625
1637	ENSMUSG00000068290	Ddrgk1	0.1925	0.25	0.3325
1638	ENSMUSG00000027510	Rbm38	0.172	0.2275	0.2725
1639	ENSMUSG00000036281	Snapc4	0.2575	0.325	0.2975
1640	ENSMUSG00000043535	Setx	0.05	0.0475	0.28
1641	ENSMUSG00000035949	Fbxw2	0.125	0.1925	0.185
1642	ENSMUSG00000035772	Mrps2	0.0475	0.15	0.335
1643	ENSMUSG00000026987	Baz2b	0.06	0.13	0.18
1644	ENSMUSG00000026991	Pkp4	0.0	0.2125	0.105
1645	ENSMUSG00000025817	Nudt5	0.1725	0.28	0.295
1646	ENSMUSG00000017754	Pltp	0.12	0.4375	0.47
1647	ENSMUSG00000040506	Ambra1	0.1275	0.27	0.31
1648	ENSMUSG00000017707	Serinc3	0.0	0.2025	0.3875
