Chromosome	Start	End	width	Strand	study
13	74639600	74640418	819	*	ATACseq
13	74682284	74682459	176	*	ATACseq
13	74770377	74770961	585	*	ATACseq
13	74807644	74808841	1198	*	ATACseq
13	74835835	74836185	351	*	ATACseq
13	74846176	74846381	206	*	ATACseq
13	74854433	74854641	209	*	ATACseq
13	75089892	75091065	1174	*	ATACseq
13	75171598	75171872	275	*	ATACseq
13	75172187	75172356	170	*	ATACseq
13	75339936	75340046	111	*	ATACseq
13	75368372	75368576	205	*	ATACseq
13	75399911	75400269	359	*	ATACseq
13	75463013	75463116	104	*	ATACseq
13	75488636	75488747	112	*	ATACseq
13	75515313	75515438	126	*	ATACseq
13	75654332	75654459	128	*	ATACseq
13	75685417	75685773	357	*	ATACseq
13	75707150	75708453	1304	*	ATACseq
13	75765860	75766139	280	*	ATACseq
13	75797708	75798094	387	*	ATACseq
13	75804812	75804932	121	*	ATACseq
13	75835563	75835725	163	*	ATACseq
13	75839852	75840198	347	*	ATACseq
13	75876406	75876698	293	*	ATACseq
13	75901082	75901259	178	*	ATACseq
13	75943204	75943944	741	*	ATACseq
13	76018236	76018800	565	*	ATACseq
13	76055536	76056701	1166	*	ATACseq
13	76098203	76099075	873	*	ATACseq
13	76149544	76149720	177	*	ATACseq
13	76195505	76195916	412	*	ATACseq
13	76296512	76296696	185	*	ATACseq
13	76304577	76304836	260	*	ATACseq
13	76383875	76385217	1343	*	ATACseq
13	76527465	76528072	608	*	ATACseq
13	76742776	76742984	209	*	ATACseq
13	76760026	76760173	148	*	ATACseq
13	76802226	76802473	248	*	ATACseq
13	76810667	76810771	105	*	ATACseq
13	76844818	76844978	161	*	ATACseq
13	77128470	77128586	117	*	ATACseq
13	77134859	77135776	918	*	ATACseq
13	77355581	77355697	117	*	ATACseq
13	77428900	77429188	289	*	ATACseq
13	77537603	77537862	260	*	ATACseq
13	77688959	77689149	191	*	ATACseq
13	77693523	77693650	128	*	ATACseq
13	77708562	77709156	595	*	ATACseq
13	77951071	77951293	223	*	ATACseq
13	77951357	77951611	255	*	ATACseq
13	78024778	78025212	435	*	ATACseq
13	78074291	78074931	641	*	ATACseq
13	78163102	78163928	827	*	ATACseq
13	78171416	78171690	275	*	ATACseq
13	78179341	78179868	528	*	ATACseq
13	78181139	78181329	191	*	ATACseq
13	78186554	78186739	186	*	ATACseq
13	78194954	78195553	600	*	ATACseq
13	78198224	78198346	123	*	ATACseq
13	78198486	78198630	145	*	ATACseq
13	78199149	78199428	280	*	ATACseq
13	78203189	78203495	307	*	ATACseq
13	78203582	78204029	448	*	ATACseq
13	78210189	78210949	761	*	ATACseq
13	78358415	78359108	694	*	ATACseq
13	78427789	78428170	382	*	ATACseq
13	78679635	78679784	150	*	ATACseq
13	78858470	78858632	163	*	ATACseq
13	78985876	78986238	363	*	ATACseq
13	78992915	78993114	200	*	ATACseq
13	79028078	79028515	438	*	ATACseq
13	79161880	79161980	101	*	ATACseq
13	79297304	79297451	148	*	ATACseq
13	79330640	79330970	331	*	ATACseq
13	79368482	79368711	230	*	ATACseq
13	79643287	79643414	128	*	ATACseq
13	79765433	79765950	518	*	ATACseq
13	79774508	79774663	156	*	ATACseq
13	79829786	79829995	210	*	ATACseq
13	79867599	79867774	176	*	ATACseq
13	79868903	79869201	299	*	ATACseq
13	79880467	79880573	107	*	ATACseq
13	80041429	80041826	398	*	ATACseq
13	80206524	80206633	110	*	ATACseq
13	80285958	80286167	210	*	ATACseq
13	80291954	80292218	265	*	ATACseq
13	80419595	80419736	142	*	ATACseq
13	80510232	80510435	204	*	ATACseq
13	80519903	80520009	107	*	ATACseq
13	80596550	80596816	267	*	ATACseq
13	80612048	80612181	134	*	ATACseq
13	80682916	80683217	302	*	ATACseq
13	80723105	80723516	412	*	ATACseq
13	80747449	80747667	219	*	ATACseq
13	80806325	80806447	123	*	ATACseq
13	80815395	80815496	102	*	ATACseq
13	80819652	80820272	621	*	ATACseq
13	80842303	80842484	182	*	ATACseq
13	80875068	80875219	152	*	ATACseq
13	80883250	80883406	157	*	ATACseq
13	80885492	80886438	947	*	ATACseq
13	80897547	80897677	131	*	ATACseq
13	80921440	80922078	639	*	ATACseq
13	80962870	80963517	648	*	ATACseq
13	81131838	81132342	505	*	ATACseq
13	81152058	81152300	243	*	ATACseq
13	81155528	81155731	204	*	ATACseq
13	81170279	81170386	108	*	ATACseq
13	81195062	81195228	167	*	ATACseq
13	81259898	81260004	107	*	ATACseq
13	81312059	81312181	123	*	ATACseq
13	81314726	81314938	213	*	ATACseq
13	81347385	81347567	183	*	ATACseq
13	81424139	81424447	309	*	ATACseq
13	81452694	81453240	547	*	ATACseq
13	81526955	81527125	171	*	ATACseq
13	81632828	81633447	620	*	ATACseq
13	81644110	81644465	356	*	ATACseq
13	81657332	81658226	895	*	ATACseq
13	81689698	81689822	125	*	ATACseq
13	81710857	81712049	1193	*	ATACseq
13	81728245	81728437	193	*	ATACseq
13	81743550	81743908	359	*	ATACseq
13	81760501	81760626	126	*	ATACseq
13	81782893	81783900	1008	*	ATACseq
13	81949191	81949380	190	*	ATACseq
13	82038524	82038741	218	*	ATACseq
13	82067184	82067471	288	*	ATACseq
13	82077338	82077450	113	*	ATACseq
13	82085785	82085980	196	*	ATACseq
13	82092096	82092336	241	*	ATACseq
13	82187306	82187524	219	*	ATACseq
13	82217233	82217382	150	*	ATACseq
13	82325786	82326204	419	*	ATACseq
13	82335824	82336136	313	*	ATACseq
13	82336191	82336380	190	*	ATACseq
13	82529166	82529268	103	*	ATACseq
13	82560343	82560457	115	*	ATACseq
13	82605767	82606228	462	*	ATACseq
13	82628807	82629269	463	*	ATACseq
13	82649703	82649932	230	*	ATACseq
13	82775757	82775868	112	*	ATACseq
13	82925056	82925527	472	*	ATACseq
13	83016741	83016954	214	*	ATACseq
13	83046569	83046791	223	*	ATACseq
13	83131258	83131734	477	*	ATACseq
13	83209069	83209220	152	*	ATACseq
13	83518019	83518549	531	*	ATACseq
13	83523711	83523972	262	*	ATACseq
13	83524330	83524858	529	*	ATACseq
13	83572058	83572403	346	*	ATACseq
13	83662158	83662521	364	*	ATACseq
13	83686189	83686319	131	*	ATACseq
13	83714934	83715519	586	*	ATACseq
13	83720930	83721766	837	*	ATACseq
13	83725204	83725422	219	*	ATACseq
13	83729734	83729883	150	*	ATACseq
13	83730770	83731513	744	*	ATACseq
13	83738078	83738684	607	*	ATACseq
13	83744914	83745565	652	*	ATACseq
13	83761142	83761416	275	*	ATACseq
13	83789317	83789436	120	*	ATACseq
13	83932847	83933024	178	*	ATACseq
13	83997690	83998382	693	*	ATACseq
13	84059784	84060004	221	*	ATACseq
13	84200352	84200535	184	*	ATACseq
13	84221832	84222654	823	*	ATACseq
13	84236949	84237145	197	*	ATACseq
13	84285249	84285708	460	*	ATACseq
13	84347956	84348817	862	*	ATACseq
13	84366092	84366353	262	*	ATACseq
13	84404602	84404968	367	*	ATACseq
13	84571332	84571716	385	*	ATACseq
13	84639050	84639166	117	*	ATACseq
13	84663925	84664109	185	*	ATACseq
13	84702459	84702569	111	*	ATACseq
13	84785360	84785504	145	*	ATACseq
13	84811423	84811721	299	*	ATACseq
13	84910095	84910196	102	*	ATACseq
13	84912788	84913517	730	*	ATACseq
13	84986364	84986549	186	*	ATACseq
13	85036094	85036494	401	*	ATACseq
13	85127057	85127164	108	*	ATACseq
13	85136882	85137263	382	*	ATACseq
13	85143247	85143878	632	*	ATACseq
13	85146539	85147001	463	*	ATACseq
13	85189284	85189999	716	*	ATACseq
13	85288826	85289845	1020	*	ATACseq
13	85309078	85309213	136	*	ATACseq
13	85442605	85442930	326	*	ATACseq
13	85539322	85539512	191	*	ATACseq
13	85732489	85732774	286	*	ATACseq
13	86046338	86046928	591	*	ATACseq
13	86053982	86054538	557	*	ATACseq
13	86180418	86180844	427	*	ATACseq
13	86287968	86288712	745	*	ATACseq
13	86305451	86305600	150	*	ATACseq
13	86345355	86345682	328	*	ATACseq
13	86378623	86379431	809	*	ATACseq
13	86419960	86420071	112	*	ATACseq
13	86525095	86525259	165	*	ATACseq
13	86590478	86590900	423	*	ATACseq
13	86759139	86759336	198	*	ATACseq
13	86892552	86892759	208	*	ATACseq
13	87007865	87008393	529	*	ATACseq
13	87185807	87186024	218	*	ATACseq
13	87313548	87314591	1044	*	ATACseq
13	87593737	87593917	181	*	ATACseq
13	87594086	87594221	136	*	ATACseq
13	87594571	87594734	164	*	ATACseq
13	87834363	87834494	132	*	ATACseq
13	88490188	88490372	185	*	ATACseq
13	88729552	88729786	235	*	ATACseq
13	88821280	88822156	877	*	ATACseq
13	88929549	88929781	233	*	ATACseq
13	89238502	89238719	218	*	ATACseq
13	89425987	89426134	148	*	ATACseq
13	89539191	89539700	510	*	ATACseq
13	89577555	89577835	281	*	ATACseq
13	89605143	89605407	265	*	ATACseq
13	89607733	89607992	260	*	ATACseq
13	89634123	89634400	278	*	ATACseq
13	89661589	89661917	329	*	ATACseq
13	89662567	89662689	123	*	ATACseq
13	89739359	89739774	416	*	ATACseq
13	89740339	89740596	258	*	ATACseq
13	89742214	89742724	511	*	ATACseq
13	89780225	89780398	174	*	ATACseq
13	89803659	89803830	172	*	ATACseq
13	89828567	89828955	389	*	ATACseq
13	89897641	89897762	122	*	ATACseq
13	90089108	90089982	875	*	ATACseq
13	90143385	90143504	120	*	ATACseq
13	90202926	90203110	185	*	ATACseq
13	90203197	90203329	133	*	ATACseq
13	90246141	90246332	192	*	ATACseq
13	90246504	90246657	154	*	ATACseq
13	90516200	90516334	135	*	ATACseq
13	90625540	90625646	107	*	ATACseq
13	90762288	90762421	134	*	ATACseq
13	90810177	90810471	295	*	ATACseq
13	90868856	90869018	163	*	ATACseq
13	90869273	90869426	154	*	ATACseq
13	90871668	90871790	123	*	ATACseq
13	90885941	90886421	481	*	ATACseq
13	90913844	90914203	360	*	ATACseq
13	90922821	90923205	385	*	ATACseq
13	90939213	90939316	104	*	ATACseq
13	90993512	90994090	579	*	ATACseq
13	91102215	91102409	195	*	ATACseq
13	91162793	91162993	201	*	ATACseq
13	91163178	91163382	205	*	ATACseq
13	91165977	91166438	462	*	ATACseq
13	91175402	91175523	122	*	ATACseq
13	91178670	91178860	191	*	ATACseq
13	91217671	91217979	309	*	ATACseq
13	91223673	91224298	626	*	ATACseq
13	91365356	91365585	230	*	ATACseq
13	91370665	91371228	564	*	ATACseq
13	91410132	91410237	106	*	ATACseq
13	91429105	91429212	108	*	ATACseq
13	91438001	91438179	179	*	ATACseq
13	91460276	91461943	1668	*	ATACseq
13	91543743	91543919	177	*	ATACseq
13	91572879	91572982	104	*	ATACseq
13	91648414	91648737	324	*	ATACseq
13	91723300	91723684	385	*	ATACseq
13	91724011	91724145	135	*	ATACseq
13	91741208	91741846	639	*	ATACseq
13	91807275	91807932	658	*	ATACseq
13	91881867	91882000	134	*	ATACseq
13	91893058	91893348	291	*	ATACseq
13	92041671	92041957	287	*	ATACseq
13	92073212	92073367	156	*	ATACseq
13	92131115	92132079	965	*	ATACseq
13	92150374	92150620	247	*	ATACseq
13	92172597	92172915	319	*	ATACseq
13	92210223	92210373	151	*	ATACseq
13	92229424	92229547	124	*	ATACseq
13	92332150	92332370	221	*	ATACseq
13	92354570	92355444	875	*	ATACseq
13	92368941	92369127	187	*	ATACseq
13	92425725	92427037	1313	*	ATACseq
13	92434234	92434458	225	*	ATACseq
13	92483784	92484182	399	*	ATACseq
13	92530459	92531197	739	*	ATACseq
13	92610556	92611549	994	*	ATACseq
13	92703551	92703812	262	*	ATACseq
13	92709673	92709928	256	*	ATACseq
13	92794616	92794822	207	*	ATACseq
13	92844750	92845152	403	*	ATACseq
13	92993002	92993128	127	*	ATACseq
13	93096711	93096917	207	*	ATACseq
13	93102577	93103097	521	*	ATACseq
13	93144109	93144770	662	*	ATACseq
13	93191779	93192816	1038	*	ATACseq
13	93303405	93304452	1048	*	ATACseq
13	93499099	93500142	1044	*	ATACseq
13	93601743	93601861	119	*	ATACseq
13	93658285	93658497	213	*	ATACseq
13	93662283	93662427	145	*	ATACseq
13	93674252	93674683	432	*	ATACseq
13	93688223	93688332	110	*	ATACseq
13	93771570	93772401	832	*	ATACseq
13	94057391	94058332	942	*	ATACseq
13	94065757	94065861	105	*	ATACseq
13	94143238	94143707	470	*	ATACseq
13	94155834	94156057	224	*	ATACseq
13	94173785	94173900	116	*	ATACseq
13	94174390	94174658	269	*	ATACseq
13	94225212	94225455	244	*	ATACseq
13	94284920	94285847	928	*	ATACseq
13	94294516	94294616	101	*	ATACseq
13	94306864	94307064	201	*	ATACseq
13	94358400	94359219	820	*	ATACseq
13	94365025	94365191	167	*	ATACseq
13	94365417	94365683	267	*	ATACseq
13	94390163	94390355	193	*	ATACseq
13	94646897	94647030	134	*	ATACseq
13	94702808	94702943	136	*	ATACseq
13	94706756	94706874	119	*	ATACseq
13	94709835	94710109	275	*	ATACseq
13	94710953	94711054	102	*	ATACseq
13	94788807	94789381	575	*	ATACseq
13	94843230	94843562	333	*	ATACseq
13	94858216	94858363	148	*	ATACseq
13	94868509	94868950	442	*	ATACseq
13	94875125	94875448	324	*	ATACseq
13	94877217	94877338	122	*	ATACseq
13	94882984	94883843	860	*	ATACseq
13	94885451	94885700	250	*	ATACseq
13	94938373	94938496	124	*	ATACseq
13	94976087	94976628	542	*	ATACseq
13	94990736	94990892	157	*	ATACseq
13	95032569	95032732	164	*	ATACseq
13	95215728	95216128	401	*	ATACseq
13	95222137	95222244	108	*	ATACseq
13	95222506	95223306	801	*	ATACseq
13	95250074	95250366	293	*	ATACseq
13	95287109	95287286	178	*	ATACseq
13	95324873	95325018	146	*	ATACseq
13	95325072	95325640	569	*	ATACseq
13	95336344	95336516	173	*	ATACseq
13	95374736	95375438	703	*	ATACseq
13	95443320	95444444	1125	*	ATACseq
13	95524464	95524801	338	*	ATACseq
13	95525053	95525550	498	*	ATACseq
13	95534280	95534411	132	*	ATACseq
13	95535382	95535770	389	*	ATACseq
13	95548506	95548793	288	*	ATACseq
13	95583781	95583971	191	*	ATACseq
13	95618119	95618724	606	*	ATACseq
13	95655595	95655730	136	*	ATACseq
13	95657255	95657541	287	*	ATACseq
13	95667209	95667488	280	*	ATACseq
13	95719946	95720063	118	*	ATACseq
13	95805765	95805940	176	*	ATACseq
13	95891138	95891300	163	*	ATACseq
13	95891436	95892134	699	*	ATACseq
13	95951134	95951254	121	*	ATACseq
13	95951335	95951473	139	*	ATACseq
13	95973501	95973649	149	*	ATACseq
13	96011160	96011274	115	*	ATACseq
13	96131201	96131330	130	*	ATACseq
13	96132574	96132807	234	*	ATACseq
13	96388134	96388549	416	*	ATACseq
13	96431853	96432007	155	*	ATACseq
13	96509301	96509415	115	*	ATACseq
13	96542330	96543443	1114	*	ATACseq
13	96670576	96671165	590	*	ATACseq
13	96748171	96748650	480	*	ATACseq
13	96924383	96924995	613	*	ATACseq
13	96941701	96941863	163	*	ATACseq
13	97008058	97008354	297	*	ATACseq
13	97052765	97052931	167	*	ATACseq
13	97064719	97065112	394	*	ATACseq
13	97071337	97071954	618	*	ATACseq
13	97137706	97138235	530	*	ATACseq
13	97197949	97198460	512	*	ATACseq
13	97205167	97205278	112	*	ATACseq
13	97207679	97207947	269	*	ATACseq
13	97240365	97240518	154	*	ATACseq
13	97240686	97240794	109	*	ATACseq
13	97241048	97241498	451	*	ATACseq
13	97249699	97249990	292	*	ATACseq
13	97260891	97261052	162	*	ATACseq
13	97275738	97276004	267	*	ATACseq
13	97282704	97283274	571	*	ATACseq
13	97295588	97295737	150	*	ATACseq
13	97321435	97321579	145	*	ATACseq
13	97334083	97334331	249	*	ATACseq
13	97432629	97432780	152	*	ATACseq
13	97432849	97432956	108	*	ATACseq
13	97482753	97482907	155	*	ATACseq
13	97484768	97485183	416	*	ATACseq
13	97552434	97552534	101	*	ATACseq
13	97607238	97607343	106	*	ATACseq
13	97820602	97820732	131	*	ATACseq
13	97997645	97997947	303	*	ATACseq
13	98016224	98016457	234	*	ATACseq
13	98025307	98025548	242	*	ATACseq
13	98031600	98031790	191	*	ATACseq
13	98205769	98206551	783	*	ATACseq
13	98250939	98251043	105	*	ATACseq
13	98262776	98263394	619	*	ATACseq
13	98299118	98299349	232	*	ATACseq
13	98306416	98306713	298	*	ATACseq
13	98316438	98316700	263	*	ATACseq
13	98316932	98317235	304	*	ATACseq
13	98354189	98354514	326	*	ATACseq
13	98358665	98358766	102	*	ATACseq
13	98365999	98366101	103	*	ATACseq
13	98366156	98366325	170	*	ATACseq
13	98391189	98391443	255	*	ATACseq
13	98392070	98392170	101	*	ATACseq
13	98430215	98430408	194	*	ATACseq
13	98497412	98497522	111	*	ATACseq
13	98504594	98505033	440	*	ATACseq
13	98572727	98573180	454	*	ATACseq
13	98573561	98573707	147	*	ATACseq
13	98588953	98589361	409	*	ATACseq
13	98636627	98636778	152	*	ATACseq
13	98694799	98695255	457	*	ATACseq
13	98814578	98815685	1108	*	ATACseq
13	98890193	98891102	910	*	ATACseq
13	98926045	98926931	887	*	ATACseq
13	98976242	98976368	127	*	ATACseq
13	98977452	98977561	110	*	ATACseq
13	99037212	99037355	144	*	ATACseq
13	99092128	99092305	178	*	ATACseq
13	99092401	99092513	113	*	ATACseq
13	99100688	99100878	191	*	ATACseq
13	99152345	99152658	314	*	ATACseq
13	99229205	99229458	254	*	ATACseq
13	99331492	99331803	312	*	ATACseq
13	99344406	99344864	459	*	ATACseq
13	99353161	99353470	310	*	ATACseq
13	99356611	99357096	486	*	ATACseq
13	99413961	99414136	176	*	ATACseq
13	99414220	99414412	193	*	ATACseq
13	99444495	99445099	605	*	ATACseq
13	99514927	99515320	394	*	ATACseq
13	99516459	99516891	433	*	ATACseq
13	99551033	99551238	206	*	ATACseq
13	99592800	99593136	337	*	ATACseq
13	99609502	99609658	157	*	ATACseq
13	99630367	99630478	112	*	ATACseq
13	99900570	99901054	485	*	ATACseq
13	100015247	100015841	595	*	ATACseq
13	100103607	100103803	197	*	ATACseq
13	100103909	100104156	248	*	ATACseq
13	100107852	100108325	474	*	ATACseq
13	100124817	100125096	280	*	ATACseq
13	100210664	100210764	101	*	ATACseq
13	100300878	100300980	103	*	ATACseq
13	100331394	100331944	551	*	ATACseq
13	100440313	100440514	202	*	ATACseq
13	100465192	100465386	195	*	ATACseq
13	100492154	100492493	340	*	ATACseq
13	100551534	100551712	179	*	ATACseq
13	100552072	100552784	713	*	ATACseq
13	100552849	100553073	225	*	ATACseq
13	100616410	100616621	212	*	ATACseq
13	100616710	100617020	311	*	ATACseq
13	100650763	100651792	1030	*	ATACseq
13	100669425	100669997	573	*	ATACseq
13	100690447	100690584	138	*	ATACseq
13	100721612	100721930	319	*	ATACseq
13	100730678	100731207	530	*	ATACseq
13	100744134	100744724	591	*	ATACseq
13	100775343	100776155	813	*	ATACseq
13	100786131	100786798	668	*	ATACseq
13	100832808	100833646	839	*	ATACseq
13	100847399	100847506	108	*	ATACseq
13	100854184	100854302	119	*	ATACseq
13	100892184	100892400	217	*	ATACseq
13	100940752	100941039	288	*	ATACseq
13	101007364	101007496	133	*	ATACseq
13	101009201	101009347	147	*	ATACseq
13	101032601	101032830	230	*	ATACseq
13	101032892	101033108	217	*	ATACseq
13	101161676	101161824	149	*	ATACseq
13	101233914	101234264	351	*	ATACseq
13	101235271	101235632	362	*	ATACseq
13	101344391	101344697	307	*	ATACseq
13	101438952	101439193	242	*	ATACseq
13	101491948	101492227	280	*	ATACseq
13	101540503	101540623	121	*	ATACseq
13	101540683	101540888	206	*	ATACseq
13	101597417	101597590	174	*	ATACseq
13	101694141	101694307	167	*	ATACseq
13	101694594	101695144	551	*	ATACseq
13	101719663	101719769	107	*	ATACseq
13	101752330	101752539	210	*	ATACseq
13	101767350	101768796	1447	*	ATACseq
13	101785079	101785328	250	*	ATACseq
13	101801236	101801781	546	*	ATACseq
13	102106219	102106519	301	*	ATACseq
13	102109814	102109998	185	*	ATACseq
13	102295181	102295572	392	*	ATACseq
13	102372782	102372918	137	*	ATACseq
13	102504857	102504972	116	*	ATACseq
13	102537817	102537981	165	*	ATACseq
13	102548596	102548765	170	*	ATACseq
13	102655071	102655629	559	*	ATACseq
13	102656300	102656517	218	*	ATACseq
13	102665462	102665619	158	*	ATACseq
13	102678637	102678739	103	*	ATACseq
13	102698779	102699102	324	*	ATACseq
13	102745192	102745365	174	*	ATACseq
13	102750046	102750215	170	*	ATACseq
13	102750373	102750584	212	*	ATACseq
13	102811167	102811404	238	*	ATACseq
13	102840232	102840372	141	*	ATACseq
13	102874933	102875127	195	*	ATACseq
13	102889062	102889223	162	*	ATACseq
13	102889299	102889404	106	*	ATACseq
13	102899083	102899328	246	*	ATACseq
13	102905889	102906605	717	*	ATACseq
13	102957913	102958459	547	*	ATACseq
13	103096532	103097201	670	*	ATACseq
13	103214467	103214720	254	*	ATACseq
13	103225341	103225560	220	*	ATACseq
13	103302663	103302798	136	*	ATACseq
13	103327880	103328040	161	*	ATACseq
13	103333808	103334639	832	*	ATACseq
13	103463841	103464074	234	*	ATACseq
13	103644419	103644595	177	*	ATACseq
13	103696100	103696262	163	*	ATACseq
13	103703625	103703727	103	*	ATACseq
13	103774145	103774706	562	*	ATACseq
13	103795178	103795358	181	*	ATACseq
13	103806561	103806758	198	*	ATACseq
13	103838768	103838926	159	*	ATACseq
13	103920325	103920636	312	*	ATACseq
13	103920689	103921772	1084	*	ATACseq
13	104014199	104014360	162	*	ATACseq
13	104094843	104094984	142	*	ATACseq
13	104095042	104095312	271	*	ATACseq
13	104109213	104110152	940	*	ATACseq
13	104122468	104122651	184	*	ATACseq
13	104177957	104178466	510	*	ATACseq
13	104178718	104179269	552	*	ATACseq
13	104228543	104229156	614	*	ATACseq
13	104286925	104287269	345	*	ATACseq
13	104502652	104502776	125	*	ATACseq
13	104518113	104518521	409	*	ATACseq
13	104532024	104532366	343	*	ATACseq
13	104541232	104541362	131	*	ATACseq
13	104549189	104549501	313	*	ATACseq
13	104580718	104581443	726	*	ATACseq
13	104630710	104630964	255	*	ATACseq
13	104816321	104817584	1264	*	ATACseq
13	104822482	104822704	223	*	ATACseq
13	104863363	104864111	749	*	ATACseq
13	104908157	104908272	116	*	ATACseq
13	104911736	104911890	155	*	ATACseq
13	104921900	104922079	180	*	ATACseq
13	104939168	104939409	242	*	ATACseq
13	104948075	104948289	215	*	ATACseq
13	105053816	105055125	1310	*	ATACseq
13	105081991	105082386	396	*	ATACseq
13	105142653	105142839	187	*	ATACseq
13	105147981	105148155	175	*	ATACseq
13	105186046	105186170	125	*	ATACseq
13	105239568	105239893	326	*	ATACseq
13	105249739	105249945	207	*	ATACseq
13	105256592	105257042	451	*	ATACseq
13	105293895	105294677	783	*	ATACseq
13	105343875	105344065	191	*	ATACseq
13	105377220	105377356	137	*	ATACseq
13	105443931	105445244	1314	*	ATACseq
13	105550820	105551585	766	*	ATACseq
13	105642843	105643054	212	*	ATACseq
13	105759554	105759733	180	*	ATACseq
13	105793233	105793769	537	*	ATACseq
13	105815297	105815494	198	*	ATACseq
13	105848041	105848317	277	*	ATACseq
13	106042170	106042358	189	*	ATACseq
13	106092325	106092522	198	*	ATACseq
13	106263766	106263916	151	*	ATACseq
13	106525548	106525670	123	*	ATACseq
13	106608496	106608666	171	*	ATACseq
13	106632713	106633144	432	*	ATACseq
13	106679545	106680044	500	*	ATACseq
13	106715774	106716049	276	*	ATACseq
13	106855383	106855561	179	*	ATACseq
13	106871508	106871682	175	*	ATACseq
13	106876525	106876704	180	*	ATACseq
13	106894600	106894705	106	*	ATACseq
13	106936471	106937124	654	*	ATACseq
13	106941704	106941843	140	*	ATACseq
13	106946783	106947409	627	*	ATACseq
13	107021703	107022884	1182	*	ATACseq
13	107063348	107063539	192	*	ATACseq
13	107073093	107073400	308	*	ATACseq
13	107101716	107101872	157	*	ATACseq
13	107134087	107134362	276	*	ATACseq
13	107182800	107183043	244	*	ATACseq
13	107207823	107208076	254	*	ATACseq
13	107372013	107372119	107	*	ATACseq
13	107419326	107419591	266	*	ATACseq
13	107432411	107432923	513	*	ATACseq
13	107469640	107470084	445	*	ATACseq
13	107531112	107531265	154	*	ATACseq
13	107600334	107600659	326	*	ATACseq
13	107600732	107601245	514	*	ATACseq
13	107619538	107619709	172	*	ATACseq
13	107645120	107645484	365	*	ATACseq
13	107659416	107659551	136	*	ATACseq
13	107663850	107664069	220	*	ATACseq
13	107676550	107676677	128	*	ATACseq
13	107676791	107677106	316	*	ATACseq
13	107719103	107719308	206	*	ATACseq
13	107774573	107774912	340	*	ATACseq
13	107831202	107831502	301	*	ATACseq
13	107861494	107861893	400	*	ATACseq
13	107873277	107873533	257	*	ATACseq
13	107889964	107891368	1405	*	ATACseq
13	107908062	107908197	136	*	ATACseq
13	107934892	107935094	203	*	ATACseq
13	107955345	107955522	178	*	ATACseq
13	107970378	107970539	162	*	ATACseq
13	108044145	108044985	841	*	ATACseq
13	108082984	108083280	297	*	ATACseq
13	108119971	108120104	134	*	ATACseq
13	108158220	108158960	741	*	ATACseq
13	108191434	108191555	122	*	ATACseq
13	108214075	108214992	918	*	ATACseq
13	108219715	108220077	363	*	ATACseq
13	108288306	108288438	133	*	ATACseq
13	108297468	108297594	127	*	ATACseq
13	108297692	108298087	396	*	ATACseq
13	108300484	108300756	273	*	ATACseq
13	108309303	108309652	350	*	ATACseq
13	108315992	108316941	950	*	ATACseq
13	108341821	108342034	214	*	ATACseq
13	108354034	108354233	200	*	ATACseq
13	108380027	108380282	256	*	ATACseq
13	108390718	108390825	108	*	ATACseq
13	108657339	108657456	118	*	ATACseq
13	108813086	108813214	129	*	ATACseq
13	108857002	108857105	104	*	ATACseq
13	109076675	109076852	178	*	ATACseq
13	109091695	109091866	172	*	ATACseq
13	109093002	109093112	111	*	ATACseq
13	109116163	109117202	1040	*	ATACseq
13	109208536	109208841	306	*	ATACseq
13	109229389	109229496	108	*	ATACseq
13	109230421	109230598	178	*	ATACseq
13	109260238	109261375	1138	*	ATACseq
13	109318851	109319076	226	*	ATACseq
13	109343740	109344086	347	*	ATACseq
13	109440959	109441252	294	*	ATACseq
13	109547693	109548029	337	*	ATACseq
13	109599830	109600030	201	*	ATACseq
13	109609921	109610222	302	*	ATACseq
13	109625636	109625912	277	*	ATACseq
13	109632487	109632962	476	*	ATACseq
13	109633063	109633327	265	*	ATACseq
13	109644277	109644707	431	*	ATACseq
13	109645485	109645662	178	*	ATACseq
13	109683057	109683252	196	*	ATACseq
13	109685240	109685879	640	*	ATACseq
13	109778407	109778743	337	*	ATACseq
13	109822272	109822810	539	*	ATACseq
13	109839490	109839616	127	*	ATACseq
13	109840205	109840310	106	*	ATACseq
13	109876773	109876920	148	*	ATACseq
13	109902592	109903658	1067	*	ATACseq
13	109922935	109923240	306	*	ATACseq
13	110006389	110006751	363	*	ATACseq
13	110018536	110019020	485	*	ATACseq
13	110019107	110020060	954	*	ATACseq
13	110031939	110032040	102	*	ATACseq
13	110054988	110055111	124	*	ATACseq
13	110062937	110063238	302	*	ATACseq
13	110127766	110127933	168	*	ATACseq
13	110279924	110280778	855	*	ATACseq
13	110309632	110310186	555	*	ATACseq
13	110353933	110354067	135	*	ATACseq
13	110394415	110395463	1049	*	ATACseq
13	110461174	110461279	106	*	ATACseq
13	110531529	110531787	259	*	ATACseq
13	110693115	110693216	102	*	ATACseq
13	110866375	110866513	139	*	ATACseq
13	110866828	110866954	127	*	ATACseq
13	110967096	110967265	170	*	ATACseq
13	110967580	110967770	191	*	ATACseq
13	110968236	110968424	189	*	ATACseq
13	111232044	111232161	118	*	ATACseq
13	111326796	111327006	211	*	ATACseq
13	111373675	111374178	504	*	ATACseq
13	111393537	111393720	184	*	ATACseq
13	111397696	111398155	460	*	ATACseq
13	111488920	111489191	272	*	ATACseq
